utility_type,given_flat_id,year_month,opening_reading,closing_reading,monthly_reading,opening_timestamp,closing_timestamp,computed_at
Diesel,Opal804,2026-02,90.39,98.41,8.02,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Argentum402-D,2026-02,419311,445562,26251,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Argentum1908-D,2026-02,446986,447958,972,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Amethyst1507,2026-02,127.88,130.81,2.93,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Argentum1403-D,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aurum1102,2026-02,150178,165224,15046,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aurum301,2026-02,82955,84361,1406,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Ruby1906,2026-02,16.16,20.85,4.69,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aurum305,2026-02,528.8,530.39,1.59,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Opal410,2026-02,11577.42,11769.48,192.06,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Argentum1006-D,2026-02,358.57,363.69,5.12,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Jade1803,2026-02,15917.58,16029.4,111.82,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Jade1501,2026-02,232297,243279,10982,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Ruby1310,2026-02,107760,121501,13741,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Ruby1401,2026-02,382303,396748,14445,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl409-E,2026-02,30437.11,30565.71,128.6,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl1207-E,2026-02,12214.93,12451.14,236.21,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Crystal1306-F,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Turquoise505,2026-02,17,17,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Amethyst606,2026-02,74.98,76.13,1.15,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Amethyst1007,2026-02,74.07,76.61,2.54,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Amethyst1004,2026-02,74.21,75.84,1.63,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aurum1507,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Gas,Platinum1008,2026-02,87892,87892,0,02-02-2026 00:00,02-02-2026 00:00,05-03-2026 13:18
Diesel,Ruby110,2026-02,4.33,4.33,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Aquamarine1505,2026-02,16345.37,16482.05,136.68,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Crystal1103-F,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Turquoise1807,2026-02,23.48,25.19,1.71,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aurum603,2026-02,324.63,325.56,0.93,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Turquoise604,2026-02,17024.39,17139.38,114.99,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,ArgentumG03-D,2026-02,71.63,71.63,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aquamarine703,2026-02,20,20,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aquamarine1210,2026-02,770,770,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Jade705,2026-02,704,704,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Pearl809-E,2026-02,554.56,555.14,0.58,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl1108-E,2026-02,13934.29,13995.31,61.02,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Crystal506-F,2026-02,33069.37,33209.7,140.33,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Crystal205-F,2026-02,2599.15,2875.71,276.56,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Crystal1504-F,2026-02,18446.4,18702.02,255.62,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Turquoise109,2026-02,736992,746012,9020,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Opal607,2026-02,5.84,5.88,0.04,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Opal1808,2026-02,28.88,29.5,0.62,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Argentum1309-D,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Argentum1002-D,2026-02,619813,626947,7134,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Argentum1809-D,2026-02,344333,352367,8034,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aurum1804,2026-02,60254,60254,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aurum303,2026-02,89764,90241,477,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Gas,Platinum706,2026-02,78716,78716,0,02-02-2026 00:00,02-02-2026 00:00,05-03-2026 13:18
Gas,Platinum610,2026-02,105076,105076,0,02-02-2026 00:00,02-02-2026 00:00,05-03-2026 13:18
Electricity,Amethyst1504,2026-02,11624.92,11791.09,166.17,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Ruby101,2026-02,76.35,81.1,4.75,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,AquamarineG05,2026-02,19937.26,0,-19937.26,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,CrystalG07-F,2026-02,290.89,293.66,2.77,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aquamarine510,2026-02,125.7,129.64,3.94,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Pearl909-E,2026-02,792421,818684,26263,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Argentum801-D,2026-02,14.16,17.9,3.74,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Jade1205,2026-02,19596.04,19767.63,171.59,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Amethyst908,2026-02,35274,35274,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Pearl1708-E,2026-02,214.36,222.86,8.5,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl1507-E,2026-02,26385,26545.42,160.42,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl1710-E,2026-02,11120.28,11311.08,190.8,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Crystal1802-F,2026-02,18300.26,18460.49,160.23,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Opal1601,2026-02,127.9,132.9,5,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Amethyst110,2026-02,58.61,62.18,3.57,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aurum908,2026-02,104967,106268,1301,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aurum1501,2026-02,73921,74412,491,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aurum108,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Gas,Platinum1103,2026-02,93877,93877,0,02-02-2026 00:00,02-02-2026 00:00,05-03-2026 13:18
Electricity,Jade702,2026-02,21544.2,21695.03,150.83,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Ruby909,2026-02,68.69,72.26,3.57,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Aquamarine802,2026-02,23350.29,23512.75,162.46,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Aquamarine807,2026-02,17903.71,18156.13,252.42,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Aquamarine904,2026-02,11593.46,11786.05,192.59,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Ruby103,2026-02,8931.57,9156.35,224.78,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Turquoise1608,2026-02,285.9,288.03,2.13,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Argentum1904-D,2026-02,19844.67,19941.47,96.8,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Argentum207-D,2026-02,8468.52,8737.98,269.46,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Argentum1408-D,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Opal209,2026-02,10176.71,10252.82,76.11,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Jade310,2026-02,118.61,124.23,5.62,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Jade305,2026-02,91.04,105.23,14.19,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Jade1009,2026-02,249186,249186,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Ruby1108,2026-02,6758.89,6883.99,125.1,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Ruby1705,2026-02,5835.53,5962.68,127.15,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Ruby405,2026-02,131,131,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Pearl1606-E,2026-02,275.01,279.3,4.29,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl1103-E,2026-02,18514.81,18659.35,144.54,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Amethyst702,2026-02,126.12,130.46,4.34,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,OpalG05,2026-02,8795,8795,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Amethyst803,2026-02,0,10146.94,10146.94,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Ruby906,2026-02,32.12,40.36,8.24,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Turquoise1401,2026-02,17,30.06,13.06,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Pearl907-E,2026-02,142843,144927,2084,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Opal1504,2026-02,4343.3,4413.08,69.78,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Argentum502-D,2026-02,34.31,39.22,4.91,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Argentum207-D,2026-02,66.03,72.23,6.2,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Jade109,2026-02,17.62,22.84,5.22,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Jade1608,2026-02,15719.68,15851.48,131.8,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Jade1206,2026-02,27533.06,27732.14,199.08,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Jade1901,2026-02,28206.86,28364.23,157.37,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aquamarine303,2026-02,902008,0,-902008,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Ruby401,2026-02,208486,231600,23114,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Pearl1307-E,2026-02,33.37,38.45,5.08,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Pearl1103-E,2026-02,240.45,242.2,1.75,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Pearl1008-E,2026-02,177.52,178.66,1.14,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl1109-E,2026-02,32171.77,32363.43,191.66,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,CrystalG06-F,2026-02,15836.34,15975.08,138.74,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Crystal609-F,2026-02,167840,168910,1070,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Crystal1702-F,2026-02,36821,37037,216,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,AurumG006,2026-02,31,31,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aurum1805,2026-02,26811,27267,456,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aurum609,2026-02,170160,171681,1521,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Aquamarine1501,2026-02,13350.17,13578.51,228.34,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aurum710,2026-02,689.3,700.47,11.17,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aurum1206,2026-02,368.56,371.7,3.14,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Crystal1105-F,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aquamarine1507,2026-02,33.92,34.96,1.04,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Turquoise607,2026-02,20978.58,21183.84,205.26,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Turquoise1309,2026-02,12640.96,12819.65,178.69,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Turquoise708,2026-02,14893.44,15041.13,147.69,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Jade501,2026-02,446273,466678,20405,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aquamarine1101,2026-02,387979,399298,11319,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Amethyst806,2026-02,1144059,1144059,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Ruby1809,2026-02,3614.97,3732.42,117.45,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Ruby908,2026-02,396717,406654,9937,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Pearl1806-E,2026-02,383.63,386.04,2.41,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl405-E,2026-02,1461.44,1708.74,247.3,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,PearlG10-E,2026-02,14333.03,14445.8,112.77,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Opal110,2026-02,1.64,5.12,3.48,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Amethyst1902,2026-02,53.86,57.12,3.26,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Amethyst109,2026-02,93.25,95.46,2.21,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Amethyst201,2026-02,122.62,124.39,1.77,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Gas,Platinum1404,2026-02,45258,45258,0,02-02-2026 00:00,02-02-2026 00:00,05-03-2026 13:18
Gas,Platinum1901,2026-02,60463,60463,0,02-02-2026 00:00,02-02-2026 00:00,05-03-2026 13:18
Gas,Platinum901,2026-02,114997,114997,0,02-02-2026 00:00,02-02-2026 00:00,05-03-2026 13:18
Diesel,Aurum1310,2026-02,521.2,524.36,3.16,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aurum1903,2026-02,214.47,216.48,2.01,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Crystal1910-F,2026-02,383.96,390.21,6.25,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Crystal807-F,2026-02,206.83,210.55,3.72,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aquamarine1010,2026-02,87.86,89.72,1.86,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aquamarine1009,2026-02,75.34,79.51,4.17,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Turquoise504,2026-02,29301.72,29625.85,324.13,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Opal1709,2026-02,26598.46,27240.5,642.04,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Argentum1707-D,2026-02,513.08,1140.34,627.26,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Argentum1101-D,2026-02,146.25,160.67,14.42,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Argentum704-D,2026-02,57.52,60.96,3.44,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Argentum706-D,2026-02,43.39,46.56,3.17,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Jade901,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Jade1707,2026-02,1053732,1068215,14483,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aquamarine802,2026-02,648376,655647,7271,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Jade407,2026-02,898627,898627,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Amethyst708,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Amethyst804,2026-02,690974,702845,11871,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Amethyst1906,2026-02,577381,602154,24773,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Ruby1101,2026-02,112041,127180,15139,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl805-E,2026-02,6917.76,7055.88,138.12,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Crystal1603-F,2026-02,10904.6,11060.87,156.27,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Crystal106-F,2026-02,26943.32,27318.25,374.93,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Argentum1103-D,2026-02,124930,125267,337,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Argentum1807-D,2026-02,293025,293047,22,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Amethyst1809,2026-02,0,29.14,29.14,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Aquamarine907,2026-02,10532.55,10784.69,252.14,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,RubyG06,2026-02,7864.12,8078.87,214.75,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Ruby103,2026-02,516988,532204,15216,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Ruby604,2026-02,99802,114420,14618,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Turquoise1903,2026-02,263.88,266.62,2.74,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Turquoise1610,2026-02,322.37,332.53,10.16,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aurum209,2026-02,434.37,438.59,4.22,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Argentum505-D,2026-02,41023.04,41234.65,211.61,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Argentum606-D,2026-02,476.4,702.16,225.76,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,PearlG02-E,2026-02,807167,820855,13688,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Opal802,2026-02,5922.69,6062.23,139.54,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Argentum1501-D,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,JadeG002,2026-02,163.33,167.41,4.08,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aquamarine1402,2026-02,30309,30309,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aquamarine1901,2026-02,982972,1004528,21556,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Pearl1002-E,2026-02,183.9,190.09,6.19,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Argentum1606-D,2026-02,514539,532584,18045,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Opal201,2026-02,60,60,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Gas,Platinum809,2026-02,63439,63439,0,02-02-2026 00:00,02-02-2026 00:00,05-03-2026 13:18
Electricity,Amethyst1210,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Ruby710,2026-02,96.68,102.6,5.92,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Ruby1407,2026-02,47.28,51.2,3.92,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Aquamarine1601,2026-02,8088.07,8214.07,126,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Aquamarine109,2026-02,6787.31,0,-6787.31,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Crystal1709-F,2026-02,266.66,270.03,3.37,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Crystal301-F,2026-02,263.37,267.29,3.92,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Turquoise1204,2026-02,105.04,108.42,3.38,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aquamarine801,2026-02,0.43,0.43,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aquamarine1906,2026-02,112.56,118.31,5.75,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Turquoise1609,2026-02,21378.65,21579.12,200.47,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Argentum1710-D,2026-02,3805.69,4042.94,237.25,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Argentum403-D,2026-02,242.62,244.31,1.69,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Argentum1004-D,2026-02,19.23,21.04,1.81,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,JadeG002,2026-02,16277.04,16372.12,95.08,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Jade606,2026-02,392395,414529,22134,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Ruby1801,2026-02,7349.53,7527.59,178.06,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,PearlG06-E,2026-02,27846.47,28053.96,207.49,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Crystal507-F,2026-02,26548.11,26654.19,106.08,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Crystal509-F,2026-02,23678.93,23853.71,174.78,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Crystal1707-F,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Crystal1604-F,2026-02,93822,93845,23,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Opal1705,2026-02,131.76,140.54,8.78,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Opal106,2026-02,108.55,112.83,4.28,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Opal1301,2026-02,76.53,79.15,2.62,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,ArgentumG10-D,2026-02,669504,669504,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Argentum1307-D,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Argentum703-D,2026-02,70146,72830,2684,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Amethyst1210,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,AmethystG02,2026-02,51.66,51.78,0.12,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Ruby307,2026-02,63.86,68.74,4.88,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Ruby1209,2026-02,83.67,93.31,9.64,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Aquamarine1310,2026-02,22248.03,22610.3,362.27,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Ruby610,2026-02,345647,354936,9289,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aurum507,2026-02,567.45,572.81,5.36,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Argentum302-D,2026-02,31398.32,31483.06,84.74,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Pearl1905-E,2026-02,1253,1253,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Opal1308,2026-02,15969.76,16248.31,278.55,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Jade1704,2026-02,213.92,222.76,8.84,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aquamarine1104,2026-02,2,2,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Ruby1710,2026-02,111587,126294,14707,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Ruby607,2026-02,3128,4940,1812,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Pearl210-E,2026-02,502.76,507.93,5.17,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Pearl901-E,2026-02,384.38,387.51,3.13,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl1908-E,2026-02,19257.48,19351.26,93.78,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Turquoise1701,2026-02,656379,666748,10369,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Opal905,2026-02,83.62,87.21,3.59,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Argentum506-D,2026-02,565314,571032,5718,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Opal408,2026-02,134,134,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
